language,size,has_issues,has_projects,has_downloads,has_wiki,has_pages,archived,disabled,open_issues_count,allow_forking,open_issues,network_count,subscribers_count,stargazers_count,watchers_count,forks_count,contributors_count
Ruby,252.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
Ruby,622.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0
C++,2155.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,45.0,45.0,7.0,1.0
Ruby,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,16.0,16.0,4.0,0.0
Ruby,340.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,535.0,3.0,2.0,2.0,0.0,9.0
,217.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,844.0,3.0,7.0,7.0,3.0,1.0
Ruby,156.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
PHP,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0
Python,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0
Ruby,13192.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0
,128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,7.0,1.0,1.0
Lua,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
Ruby,121.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,1.0,1.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,3.0,2.0,2.0,0.0,5.0
Ruby,93.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,2.0,2.0,0.0,2.0
Ruby,572.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
JavaScript,154.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,0.0,2.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,10.0,0.0,3.0
Ruby,12595.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,3.0,2.0,2.0,0.0,5.0
Python,148.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0
Ruby,512.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Python,131.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,102.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0
JavaScript,252.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0
Ruby,122.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0
Ruby,10875.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,11.0,103.0,103.0,19.0,3.0
Lua,186.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,14.0,9.0,9.0,7.0,2.0
PHP,9835.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0
,89.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0
Python,901.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,11.0,7.0,80.0,80.0,11.0,4.0
Ruby,86.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,1.0,1.0
Python,336.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,3.0,3.0,3.0,1.0,2.0
Python,250.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0
Ruby,3920.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,3.0
Ruby,13216.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19712.0,2.0,2.0,2.0,0.0,30.0
,82.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0
Ruby,753.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1165.0,3.0,2.0,2.0,0.0,10.0
JavaScript,13850.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,2.0,5.0,5.0,0.0,0.0
Ruby,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
PHP,195.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0
Ruby,116.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,4.0
JavaScript,705.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0
Ruby,10924.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,6396.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,567.0,2.0,2.0,2.0,0.0,4.0
JavaScript,4690.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,556.0,3.0,2.0,2.0,0.0,1.0
Objective-C,212.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,1.0
Visual Basic,829.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,2.0,2.0,2.0,0.0,0.0
JavaScript,4068.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0
Ruby,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0
Ruby,2604.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,6.0,2.0,3.0
C++,41222.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,129.0,1.0,1.0,1.0,0.0,1.0
Vim script,1138.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,9.0,186.0,186.0,23.0,1.0
Objective-C,135.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0
Ruby,480.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0
Ruby,581.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1778.0,3.0,3.0,3.0,0.0,10.0
PHP,5236.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
JavaScript,1179.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0
Shell,6794.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,5.0,3.0,2.0
Ruby,13204.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19712.0,2.0,2.0,2.0,0.0,30.0
Ruby,571.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1778.0,2.0,2.0,2.0,0.0,10.0
Ruby,195.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,1.0,0.0
Ruby,88.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,13.0,13.0,1.0,0.0
Ruby,78.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0
C,88.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0
Ruby,13822.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19712.0,3.0,2.0,2.0,0.0,30.0
Perl,79.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,6.0,2.0,1.0
Ruby,234.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,31.0,31.0,0.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0
Ruby,128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,3.0,1.0,1.0,0.0,4.0
Ruby,100.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0
Ruby,252.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0
Ruby,622.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0
C++,2155.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,5.0,45.0,45.0,7.0,1.0
Ruby,91.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,16.0,16.0,4.0,0.0
Ruby,340.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,535.0,3.0,2.0,2.0,0.0,9.0
,217.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,844.0,3.0,7.0,7.0,3.0,1.0
Ruby,156.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
PHP,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0
Python,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0
Ruby,13192.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0
,128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,7.0,1.0,1.0
Lua,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
Ruby,121.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,1.0,1.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,3.0,2.0,2.0,0.0,5.0
Ruby,93.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,2.0,2.0,0.0,2.0
Ruby,572.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
JavaScript,154.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,0.0,2.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,10.0,0.0,3.0
Ruby,12595.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,3.0,2.0,2.0,0.0,5.0
Python,148.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0
Ruby,512.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Python,131.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,102.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0
JavaScript,252.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0
Ruby,122.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0
Ruby,10875.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,11.0,103.0,103.0,19.0,3.0
Lua,186.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,14.0,9.0,9.0,7.0,2.0
PHP,9835.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0
,89.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0
Python,901.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,11.0,7.0,80.0,80.0,11.0,4.0
Ruby,86.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,1.0,1.0
Python,336.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,3.0,3.0,3.0,1.0,2.0
Python,250.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0
Ruby,3920.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,3.0
Ruby,13216.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19712.0,2.0,2.0,2.0,0.0,30.0
,82.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0
Ruby,753.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1165.0,3.0,2.0,2.0,0.0,10.0
JavaScript,13850.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,2.0,5.0,5.0,0.0,0.0
Ruby,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
PHP,195.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0
Ruby,116.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,4.0
JavaScript,705.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0
Ruby,10924.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,6396.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,567.0,2.0,2.0,2.0,0.0,4.0
JavaScript,4690.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,556.0,3.0,2.0,2.0,0.0,1.0
Objective-C,212.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,1.0
Visual Basic,829.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,2.0,2.0,2.0,0.0,0.0
Ruby,727.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,3.0,3.0,3.0,0.0,4.0
Python,16.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,3.0,27.0,27.0,0.0,1.0
Shell,25.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,448.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Emacs Lisp,196.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
JavaScript,128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,156.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
Ruby,240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,11579.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,4.0,12.0,12.0,2.0,3.0
JavaScript,203.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,235.0,2.0,4.0,4.0,0.0,7.0
C++,134.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0
Python,23.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,19.0,19.0,3.0,2.0
Ruby,82.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,2.0,1.0
Objective-C,116.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0
Ruby,4613.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,2.0,2.0,1.0,0.0
Ruby,105.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,3.0,103.0,103.0,8.0,0.0
,76.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0
Ruby,151.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,2.0,2.0,2.0,0.0,5.0
C,116.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
PHP,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0
JavaScript,1388.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,6.0,0.0,1.0
Ruby,5068.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,1.0
HTML,90.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0
Ruby,156.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
PHP,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0
Python,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0
Ruby,13192.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0
,128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,7.0,7.0,1.0,1.0
Lua,92.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0
Ruby,121.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,5.0,1.0,1.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,190.0,3.0,2.0,2.0,0.0,5.0
Ruby,93.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,2.0,2.0,0.0,2.0
Ruby,572.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
JavaScript,154.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,7.0,0.0,2.0
Ruby,124.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,10.0,10.0,0.0,3.0
Ruby,12595.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.0,3.0,2.0,2.0,0.0,5.0
Python,148.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0
Ruby,512.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Python,131.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,102.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,2.0
JavaScript,252.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0
Ruby,122.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0
Ruby,10875.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,19.0,11.0,103.0,103.0,19.0,3.0
Lua,186.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,7.0,14.0,9.0,9.0,7.0,2.0
PHP,9835.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,0.0
,89.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,0.0,2.0
Python,901.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,6.0,11.0,7.0,80.0,80.0,11.0,4.0
Ruby,86.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,6.0,1.0,1.0
Python,336.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,3.0,3.0,3.0,1.0,2.0
Python,250.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0
Ruby,3920.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,3.0
Ruby,13216.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19712.0,2.0,2.0,2.0,0.0,30.0
,82.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0
Ruby,753.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1165.0,3.0,2.0,2.0,0.0,10.0
JavaScript,13850.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,2.0,5.0,5.0,0.0,0.0
Ruby,160.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
PHP,195.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0
Ruby,116.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,5.0,5.0,0.0,4.0
JavaScript,705.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0
Ruby,10924.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,6396.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,567.0,2.0,2.0,2.0,0.0,4.0
JavaScript,4690.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,556.0,3.0,2.0,2.0,0.0,1.0
Objective-C,212.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,1.0
Visual Basic,829.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,2.0,2.0,2.0,0.0,0.0
Ruby,727.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,3.0,3.0,3.0,0.0,4.0
Python,16.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,3.0,27.0,27.0,0.0,1.0
Shell,25.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,448.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0
Emacs Lisp,196.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
JavaScript,128.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
Ruby,156.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,2.0,0.0,1.0
,80.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0
Ruby,240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0
